Line,Conference,Team,Year,NCAA,Sagarin Rank,Sagarin Rating,RPI,Games,FGM,FGA,3FGM,3FGA,FTM,FTA,OREB,DREB,PF,Assists,TO,Blocks,Steals,Points,O-FGM,O-FGA,O-3FGM,O-3FGA,O-FTM,O-FTA,O-OREB,O-DREB,O-PF,O-Assists,O-TO,O-Blocks,O-Steals,O-Points,FGMPerGame,FGAPerGame,3FGMPerGame,3FGAPerGame,FTMPerGame,FTAPerGame,OREBPerGame,DREBPerGame,PFPerGame,AssistsPerGame,TOPerGame,BlocksPerGame,StealsPerGame,PointsPerGame,O-FGMPerGame,O-FGAPerGame,O-3FGMPerGame,O-3FGAPerGame,O-FTMPerGame,O-FTAPerGame,O-OREBPerGame,O-DREBPerGame,O-PFPerGame,O-AssistsPerGame,O-TOPerGame,O-BlocksPerGame,O-StealsPerGame,O-PointsPerGame,AssistsTORatio,PossessionsPerGame,O-PossessionsPerGame
92,BIG 10,Nebraska,2011,0,66,80.33,0.5497,32,773,1677,164,522,414,590,303,828,550,415,431,115,208,2124,657,1691,229,681,393,581,310,706,556,351,420,104,201,1936,24.15625,52.40625,5.125,16.3125,12.9375,18.4375,9.46875,25.875,17.1875,12.96875,13.46875,3.59375,6.5,66.375,20.53125,52.84375,7.15625,21.28125,12.28125,18.15625,9.6875,22.0625,17.375,10.96875,13.125,3.25,6.28125,60.5,0.96287703,62.5575,62.30925
93,BIG 10,Northwestern,2011,0,50,82.62,0.5502,34,853,1897,319,858,416,570,309,716,584,568,335,108,227,2441,822,1756,201,581,456,651,315,815,577,467,427,123,178,2301,25.08823529,55.79411765,9.382352941,25.23529412,12.23529412,16.76470588,9.088235294,21.05882353,17.17647059,16.70588235,9.852941176,3.176470588,6.676470588,71.79411765,24.17647059,51.64705882,5.911764706,17.08823529,13.41176471,19.14705882,9.264705882,23.97058824,16.97058824,13.73529412,12.55882353,3.617647059,5.235294118,67.67647059,1.695522388,61.94117647,61.47458824
94,BIG 10,Ohio State,2011,1,1,95.23,0.6723,37,1017,2059,285,674,535,763,419,858,519,587,375,118,263,2854,838,1976,232,683,300,407,341,755,697,424,552,119,150,2208,27.48648649,55.64864865,7.702702703,18.21621622,14.45945946,20.62162162,11.32432432,23.18918919,14.02702703,15.86486486,10.13513514,3.189189189,7.108108108,77.13513514,22.64864865,53.40540541,6.27027027,18.45945946,8.108108108,11,9.216216216,20.40540541,18.83783784,11.45945946,14.91891892,3.216216216,4.054054054,59.67567568,1.565333333,61.68454054,61.75978378
95,BIG 10,Penn State,2011,1,49,82.73,0.5854,34,767,1748,216,638,394,544,337,731,530,413,358,82,151,2144,768,1747,235,644,355,509,316,709,592,482,367,127,159,2126,22.55882353,51.41176471,6.352941176,18.76470588,11.58823529,16,9.911764706,21.5,15.58823529,12.14705882,10.52941176,2.411764706,4.441176471,63.05882353,22.58823529,51.38235294,6.911764706,18.94117647,10.44117647,14.97058824,9.294117647,20.85294118,17.41176471,14.17647059,10.79411765,3.735294118,4.676470588,62.52941176,1.153631285,57.24423529,57.59364706
96,BIG 10,Purdue,2011,1,13,89.09,0.6343,34,875,1957,235,645,481,673,380,827,605,538,354,141,211,2466,770,1858,169,518,394,565,349,794,633,427,478,110,198,2103,25.73529412,57.55882353,6.911764706,18.97058824,14.14705882,19.79411765,11.17647059,24.32352941,17.79411765,15.82352941,10.41176471,4.147058824,6.205882353,72.52941176,22.64705882,54.64705882,4.970588235,15.23529412,11.58823529,16.61764706,10.26470588,23.35294118,18.61764706,12.55882353,14.05882353,3.235294118,5.823529412,61.85294118,1.519774011,63.54847059,63.68117647
97,BIG 10,Wisconsin,2011,1,12,89.13,0.6227,34,798,1808,278,744,436,533,355,733,522,442,258,105,121,2310,705,1647,179,484,403,542,273,695,570,325,329,61,133,1992,23.47058824,53.17647059,8.176470588,21.88235294,12.82352941,15.67647059,10.44117647,21.55882353,15.35294118,13,7.588235294,3.088235294,3.558823529,67.94117647,20.73529412,48.44117647,5.264705882,14.23529412,11.85294118,15.94117647,8.029411765,20.44117647,16.76470588,9.558823529,9.676470588,1.794117647,3.911764706,58.58823529,1.713178295,55.45905882,55.35388235
98,BIG 12,Baylor,2011,0,77,79.56,0.542,31,752,1618,164,474,486,699,360,728,524,365,487,130,217,2154,695,1660,195,564,399,580,329,624,602,374,459,77,250,1984,24.25806452,52.19354839,5.290322581,15.29032258,15.67741935,22.5483871,11.61290323,23.48387097,16.90322581,11.77419355,15.70967742,4.193548387,7,69.48387097,22.41935484,53.5483871,6.290322581,18.19354839,12.87096774,18.70967742,10.61290323,20.12903226,19.41935484,12.06451613,14.80645161,2.483870968,8.064516129,64,0.749486653,64.32077419,63.96387097
99,BIG 12,Iowa State,2011,0,87,77.81,0.5136,32,870,1993,275,747,380,527,352,819,524,480,401,118,216,2395,823,1955,217,645,394,570,399,846,540,442,460,124,195,2257,27.1875,62.28125,8.59375,23.34375,11.875,16.46875,11,25.59375,16.375,15,12.53125,3.6875,6.75,74.84375,25.71875,61.09375,6.78125,20.15625,12.3125,17.8125,12.46875,26.4375,16.875,13.8125,14.375,3.875,6.09375,70.53125,1.197007481,68.76975,68.6025
100,BIG 12,Kansas,2011,1,2,93.45,0.6793,38,1114,2193,271,710,585,862,449,1026,666,674,507,153,295,3084,862,2188,225,756,509,697,397,775,735,428,535,103,229,2458,29.31578947,57.71052632,7.131578947,18.68421053,15.39473684,22.68421053,11.81578947,27,17.52631579,17.73684211,13.34210526,4.026315789,7.763157895,81.15789474,22.68421053,57.57894737,5.921052632,19.89473684,13.39473684,18.34210526,10.44736842,20.39473684,19.34210526,11.26315789,14.07894737,2.710526316,6.026315789,64.68421053,1.32938856,67.21136842,67.12610526
101,BIG 12,Kansas State,2011,1,27,85.22,0.6098,34,849,1939,237,631,542,828,490,790,692,474,498,154,208,2477,751,1782,178,507,569,803,350,708,740,371,524,113,224,2249,24.97058824,57.02941176,6.970588235,18.55882353,15.94117647,24.35294118,14.41176471,23.23529412,20.35294118,13.94117647,14.64705882,4.529411765,6.117647059,72.85294118,22.08823529,52.41176471,5.235294118,14.91176471,16.73529412,23.61764706,10.29411765,20.82352941,21.76470588,10.91176471,15.41176471,3.323529412,6.588235294,66.14705882,0.951807229,66.07905882,65.99788235
102,BIG 12,Missouri,2011,1,40,83.94,0.5868,32,940,2026,236,635,498,677,398,741,646,533,411,164,310,2614,796,1844,185,550,494,719,418,777,606,426,585,93,190,2271,29.375,63.3125,7.375,19.84375,15.5625,21.15625,12.4375,23.15625,20.1875,16.65625,12.84375,5.125,9.6875,81.6875,24.875,57.625,5.78125,17.1875,15.4375,22.46875,13.0625,24.28125,18.9375,13.3125,18.28125,2.90625,5.9375,70.96875,1.296836983,70.81725,70.57575
103,BIG 12,Oklahoma,2011,0,123,75.43,0.5205,32,738,1648,198,587,437,592,272,697,585,400,434,89,179,2111,767,1699,195,538,470,648,331,720,564,391,424,84,213,2199,23.0625,51.5,6.1875,18.34375,13.65625,18.5,8.5,21.78125,18.28125,12.5,13.5625,2.78125,5.59375,65.96875,23.96875,53.09375,6.09375,16.8125,14.6875,20.25,10.34375,22.5,17.625,12.21875,13.25,2.625,6.65625,68.71875,0.921658986,62.736,62.994
104,BIG 12,Oklahoma State,2011,0,67,80.31,0.5699,34,791,1814,143,485,593,818,377,800,707,338,456,99,228,2318,734,1782,204,599,592,805,344,768,677,382,460,117,187,2264,23.26470588,53.35294118,4.205882353,14.26470588,17.44117647,24.05882353,11.08823529,23.52941176,20.79411765,9.941176471,13.41176471,2.911764706,6.705882353,68.17647059,21.58823529,52.41176471,6,17.61764706,17.41176471,23.67647059,10.11764706,22.58823529,19.91176471,11.23529412,13.52941176,3.441176471,5.5,66.58823529,0.74122807,64.42023529,64.38705882
105,BIG 12,Texas,2011,1,10,89.6,0.6352,36,954,2099,201,535,592,905,494,958,616,485,425,183,207,2701,816,2109,162,550,444,648,423,800,748,342,461,105,191,2238,26.5,58.30555556,5.583333333,14.86111111,16.44444444,25.13888889,13.72222222,26.61111111,17.11111111,13.47222222,11.80555556,5.083333333,5.75,75.02777778,22.66666667,58.58333333,4.5,15.27777778,12.33333333,18,11.75,22.22222222,20.77777778,9.5,12.80555556,2.916666667,5.305555556,62.16666667,1.141176471,65.59666667,65.46133333
106,BIG 12,Texas A&M,2011,1,44,83.57,0.5996,33,758,1719,181,534,557,799,412,782,602,444,426,51,215,2254,702,1703,179,566,426,619,321,667,686,368,441,146,208,2009,22.96969697,52.09090909,5.484848485,16.18181818,16.87878788,24.21212121,12.48484848,23.6969697,18.24242424,13.45454545,12.90909091,1.545454545,6.515151515,68.3030303,21.27272727,51.60606061,5.424242424,17.15151515,12.90909091,18.75757576,9.727272727,20.21212121,20.78787879,11.15151515,13.36363636,4.424242424,6.303030303,60.87878788,1.042253521,61.45527273,61.58618182
107,BIG 12,Texas Tech,2011,0,137,74.19,0.4972,32,824,1853,179,491,515,706,361,719,640,426,442,138,190,2342,859,1881,181,515,512,736,397,752,623,392,439,97,221,2411,25.75,57.90625,5.59375,15.34375,16.09375,22.0625,11.28125,22.46875,20,13.3125,13.8125,4.3125,5.9375,73.1875,26.84375,58.78125,5.65625,16.09375,16,23,12.40625,23.5,19.46875,12.25,13.71875,3.03125,6.90625,75.34375,0.963800905,68.0805,68.178
108,BIG EAST,Cincinnati,2011,1,18,87.32,0.5885,35,848,1939,220,651,496,742,454,783,605,497,401,129,258,2412,735,1790,171,529,445,633,352,736,630,405,492,100,205,2086,24.22857143,55.4,6.285714286,18.6,14.17142857,21.2,12.97142857,22.37142857,17.28571429,14.2,11.45714286,3.685714286,7.371428571,68.91428571,21,51.14285714,4.885714286,15.11428571,12.71428571,18.08571429,10.05714286,21.02857143,18,11.57142857,14.05714286,2.857142857,5.857142857,59.6,1.239401496,61.39748571,61.18422857
109,BIG EAST,Connecticut,2011,1,4,91.3,0.6305,41,1053,2429,234,711,627,822,570,1056,646,534,466,228,259,2967,973,2478,261,798,452,665,546,901,742,501,472,143,250,2659,25.68292683,59.24390244,5.707317073,17.34146341,15.29268293,20.04878049,13.90243902,25.75609756,15.75609756,13.02439024,11.36585366,5.56097561,6.317073171,72.36585366,23.73170732,60.43902439,6.365853659,19.46341463,11.02439024,16.2195122,13.31707317,21.97560976,18.09756098,12.2195122,11.51219512,3.487804878,6.097560976,64.85365854,1.145922747,63.58126829,63.68487805
110,BIG EAST,DePaul,2011,0,210,69.41,0.459,31,766,1800,163,519,409,599,340,604,617,446,420,103,231,2104,873,1743,141,403,491,686,386,797,529,498,477,126,199,2378,24.70967742,58.06451613,5.258064516,16.74193548,13.19354839,19.32258065,10.96774194,19.48387097,19.90322581,14.38709677,13.5483871,3.322580645,7.451612903,67.87096774,28.16129032,56.22580645,4.548387097,13,15.83870968,22.12903226,12.4516129,25.70967742,17.06451613,16.06451613,15.38709677,4.064516129,6.419354839,76.70967742,1.061904762,67.03045161,66.88567742
111,BIG EAST,Georgetown,2011,1,21,86.03,0.6323,32,809,1703,223,631,417,568,324,757,603,481,433,139,193,2258,737,1763,176,522,473,669,361,638,544,393,364,122,226,2123,25.28125,53.21875,6.96875,19.71875,13.03125,17.75,10.125,23.65625,18.84375,15.03125,13.53125,4.34375,6.03125,70.5625,23.03125,55.09375,5.5,16.3125,14.78125,20.90625,11.28125,19.9375,17,12.28125,11.375,3.8125,7.0625,66.34375,1.110854503,62.454,62.51325
112,BIG EAST,Louisville,2011,1,17,87.74,0.6222,35,949,2097,309,854,416,627,434,838,671,608,459,175,327,2623,762,1935,199,639,536,770,455,813,597,395,564,92,237,2259,27.11428571,59.91428571,8.828571429,24.4,11.88571429,17.91428571,12.4,23.94285714,19.17142857,17.37142857,13.11428571,5,9.342857143,74.94285714,21.77142857,55.28571429,5.685714286,18.25714286,15.31428571,22,13,23.22857143,17.05714286,11.28571429,16.11428571,2.628571429,6.771428571,64.54285714,1.324618736,66.37234286,66.096
113,BIG EAST,Marquette,2011,1,24,85.55,0.5683,37,973,2094,191,547,645,927,457,872,622,574,455,134,265,2782,939,2142,260,727,408,618,433,808,763,564,518,129,233,2546,26.2972973,56.59459459,5.162162162,14.78378378,17.43243243,25.05405405,12.35135135,23.56756757,16.81081081,15.51351351,12.2972973,3.621621622,7.162162162,75.18918919,25.37837838,57.89189189,7.027027027,19.64864865,11.02702703,16.7027027,11.7027027,21.83783784,20.62162162,15.24324324,14,3.486486486,6.297297297,68.81081081,1.261538462,65.70356757,65.39805405
114,BIG EAST,Notre Dame,2011,1,11,89.16,0.6414,34,843,1832,273,708,599,827,371,890,517,563,364,128,156,2258,815,1996,234,662,363,511,372,739,697,457,351,113,173,2227,24.79411765,53.88235294,8.029411765,20.82352941,17.61764706,24.32352941,10.91176471,26.17647059,15.20588235,16.55882353,10.70588235,3.764705882,4.588235294,66.41176471,23.97058824,58.70588235,6.882352941,19.47058824,10.67647059,15.02941176,10.94117647,21.73529412,20.5,13.44117647,10.32352941,3.323529412,5.088235294,65.5,1.546703297,62.62094118,62.61811765
115,BIG EAST,Pittsburgh,2011,1,7,90.64,0.6377,34,886,1866,202,512,540,805,484,874,610,595,397,111,160,2514,735,1850,199,610,404,598,350,643,688,394,378,141,167,2073,26.05882353,54.88235294,5.941176471,15.05882353,15.88235294,23.67647059,14.23529412,25.70588235,17.94117647,17.5,11.67647059,3.264705882,4.705882353,73.94117647,21.61764706,54.41176471,5.852941176,17.94117647,11.88235294,17.58823529,10.29411765,18.91176471,20.23529412,11.58823529,11.11764706,4.147058824,4.911764706,60.97058824,1.498740554,61.02705882,61.04611765
116,BIG EAST,Providence,2011,0,96,77.27,0.5025,32,854,2012,212,673,506,756,465,767,543,399,407,142,250,2426,897,2001,191,584,426,601,421,786,613,490,451,131,196,2411,26.6875,62.875,6.625,21.03125,15.8125,23.625,14.53125,23.96875,16.96875,12.46875,12.71875,4.4375,7.8125,75.8125,28.03125,62.53125,5.96875,18.25,13.3125,18.78125,13.15625,24.5625,19.15625,15.3125,14.09375,4.09375,6.125,75.34375,0.98034398,69.393,69.49425
117,BIG EAST,Rutgers,2011,0,83,78.47,0.5246,32,783,1778,175,509,381,563,349,713,634,434,389,143,252,2122,667,1641,227,657,540,737,356,740,530,384,450,125,201,2101,24.46875,55.5625,5.46875,15.90625,11.90625,17.59375,10.90625,22.28125,19.8125,13.5625,12.15625,4.46875,7.875,66.3125,20.84375,51.28125,7.09375,20.53125,16.875,23.03125,11.125,23.125,16.5625,12,14.0625,3.90625,6.28125,65.65625,1.115681234,62.56275,62.55225
118,BIG EAST,St. Johns,2011,1,35,84.59,0.6064,33,807,1773,143,427,556,783,354,714,626,417,408,94,266,2313,739,1703,253,681,480,684,354,735,678,492,530,129,202,2211,24.45454545,53.72727273,4.333333333,12.93939394,16.84848485,23.72727273,10.72727273,21.63636364,18.96969697,12.63636364,12.36363636,2.848484848,8.060606061,70.09090909,22.39393939,51.60606061,7.666666667,20.63636364,14.54545455,20.72727273,10.72727273,22.27272727,20.54545455,14.90909091,16.06060606,3.909090909,6.121212121,67,1.022058824,63.96872727,64.11345455
119,BIG EAST,Seton Hall,2011,0,70,79.99,0.5374,31,759,1838,187,611,387,576,348,752,588,422,381,110,227,2092,722,1729,160,509,435,664,353,807,531,366,447,139,189,2039,24.48387097,59.29032258,6.032258065,19.70967742,12.48387097,18.58064516,11.22580645,24.25806452,18.96774194,13.61290323,12.29032258,3.548387097,7.322580645,67.48387097,23.29032258,55.77419355,5.161290323,16.41935484,14.03225806,21.41935484,11.38709677,26.03225806,17.12903226,11.80645161,14.41935484,4.483870968,6.096774194,65.77419355,1.107611549,66.41341935,66.22141935
120,BIG EAST,South Florida,2011,0,128,74.85,0.5022,33,711,1710,159,524,463,652,405,764,632,407,496,122,162,2044,766,1797,180,524,484,698,376,703,600,449,346,135,250,2196,21.54545455,51.81818182,4.818181818,15.87878788,14.03030303,19.75757576,12.27272727,23.15151515,19.15151515,12.33333333,15.03030303,3.696969697,4.909090909,61.93939394,23.21212121,54.45454545,5.454545455,15.87878788,14.66666667,21.15151515,11.39393939,21.3030303,18.18181818,13.60606061,10.48484848,4.090909091,7.575757576,66.54545455,0.820564516,61.40218182,61.04872727
121,BIG EAST,Syracuse,2011,1,14,88.93,0.6201,35,936,1983,222,628,474,713,429,879,544,566,433,231,304,2568,788,2000,244,775,396,594,442,740,615,499,490,100,224,2216,26.74285714,56.65714286,6.342857143,17.94285714,13.54285714,20.37142857,12.25714286,25.11428571,15.54285714,16.17142857,12.37142857,6.6,8.685714286,73.37142857,22.51428571,57.14285714,6.971428571,22.14285714,11.31428571,16.97142857,12.62857143,21.14285714,17.57142857,14.25714286,14,2.857142857,6.4,63.31428571,1.307159353,63.78994286,63.91268571
122,BIG EAST,Villanova,2011,1,34,84.72,0.5859,33,796,1819,210,604,582,769,402,821,578,450,392,125,208,2384,739,1823,210,656,471,665,356,720,648,443,397,118,194,2159,24.12121212,55.12121212,6.363636364,18.3030303,17.63636364,23.3030303,12.18181818,24.87878788,17.51515152,13.63636364,11.87878788,3.787878788,6.303030303,72.24242424,22.39393939,55.24242424,6.363636364,19.87878788,14.27272727,20.15151515,10.78787879,21.81818182,19.63636364,13.42424242,12.03030303,3.575757576,5.878787879,65.42424242,1.147959184,63.25163636,63.41454545
123,BIG EAST,West Virginia,2011,1,19,86.63,0.6141,33,783,1826,206,611,531,747,469,758,598,491,397,136,154,2303,752,1827,172,592,458,658,417,699,699,367,393,102,212,2134,23.72727273,55.33333333,6.242424242,18.51515152,16.09090909,22.63636364,14.21212121,22.96969697,18.12121212,14.87878788,12.03030303,4.121212121,4.666666667,69.78787879,22.78787879,55.36363636,5.212121212,17.93939394,13.87878788,19.93939394,12.63636364,21.18181818,21.18181818,11.12121212,11.90909091,3.090909091,6.424242424,64.66666667,1.236775819,61.34763636,61.54327273
124,PAC 12,Arizona,2011,1,16,88.35,0.617,38,969,2064,296,745,671,899,408,911,707,536,484,98,197,2905,940,2115,175,598,525,774,375,792,753,496,476,129,225,2580,25.5,54.31578947,7.789473684,19.60526316,17.65789474,23.65789474,10.73684211,23.97368421,18.60526316,14.10526316,12.73684211,2.578947368,5.184210526,76.44736842,24.73684211,55.65789474,4.605263158,15.73684211,13.81578947,20.36842105,9.868421053,20.84210526,19.81578947,13.05263158,12.52631579,3.394736842,5.921052632,67.89473684,1.107438017,64.85115789,65.27115789
125,PAC 12,Arizona State,2011,0,125,75.03,0.499,31,719,1674,240,684,305,486,290,701,574,463,379,115,196,1983,708,1652,205,593,452,649,345,757,492,446,398,106,203,2073,23.19354839,54,7.741935484,22.06451613,9.838709677,15.67741935,9.35483871,22.61290323,18.51612903,14.93548387,12.22580645,3.709677419,6.322580645,63.96774194,22.83870968,53.29032258,6.612903226,19.12903226,14.58064516,20.93548387,11.12903226,24.41935484,15.87096774,14.38709677,12.83870968,3.419354839,6.548387097,66.87096774,1.221635884,61.74503226,62.34658065
126,PAC 12,California,2011,0,69,80.1,0.5568,33,820,1779,169,481,582,838,325,828,588,493,449,84,188,2391,836,1919,263,723,447,648,340,743,720,429,418,94,186,2382,24.84848485,53.90909091,5.121212121,14.57575758,17.63636364,25.39393939,9.848484848,25.09090909,17.81818182,14.93939394,13.60606061,2.545454545,5.696969697,72.45454545,25.33333333,58.15151515,7.96969697,21.90909091,13.54545455,19.63636364,10.3030303,22.51515152,21.81818182,13,12.66666667,2.848484848,5.636363636,72.18181818,1.097995546,66.93963636,67.04872727
127,PAC 12,Colorado,2011,0,54,81.91,0.566,38,1058,2237,230,618,679,873,447,920,697,524,445,111,259,3025,990,2212,253,696,554,785,440,821,744,536,513,125,236,2787,27.84210526,58.86842105,6.052631579,16.26315789,17.86842105,22.97368421,11.76315789,24.21052632,18.34210526,13.78947368,11.71052632,2.921052632,6.815789474,79.60526316,26.05263158,58.21052632,6.657894737,18.31578947,14.57894737,20.65789474,11.57894737,21.60526316,19.57894737,14.10526316,13.5,3.289473684,6.210526316,73.34210526,1.17752809,66.93915789,67.14631579
128,PAC 12,Oregon,2011,0,86,77.82,0.5145,39,972,2287,273,805,520,704,420,850,711,545,477,103,321,2737,941,2109,287,785,535,758,399,949,691,532,601,156,209,2704,24.92307692,58.64102564,7,20.64102564,13.33333333,18.05128205,10.76923077,21.79487179,18.23076923,13.97435897,12.23076923,2.641025641,8.230769231,70.17948718,24.12820513,54.07692308,7.358974359,20.12820513,13.71794872,19.43589744,10.23076923,24.33333333,17.71794872,13.64102564,15.41025641,4,5.358974359,69.33333333,1.142557652,65.92984615,65.74892308
129,PAC 12,Oregon State,2011,0,171,72.05,0.4668,31,737,1727,160,527,513,753,381,683,575,374,472,68,293,2147,783,1698,262,701,428,633,336,735,601,468,504,113,192,2256,23.77419355,55.70967742,5.161290323,17,16.5483871,24.29032258,12.29032258,22.03225806,18.5483871,12.06451613,15.22580645,2.193548387,9.451612903,69.25806452,25.25806452,54.77419355,8.451612903,22.61290323,13.80645161,20.41935484,10.83870968,23.70967742,19.38709677,15.09677419,16.25806452,3.64516129,6.193548387,72.77419355,0.792372881,67.37574194,67.09703226
130,PAC 12,Stanford,2011,0,107,76.57,0.501,31,722,1676,198,556,416,632,341,715,572,360,416,106,149,2058,704,1633,196,538,416,593,301,706,566,362,437,82,184,2020,23.29032258,54.06451613,6.387096774,17.93548387,13.41935484,20.38709677,11,23.06451613,18.4516129,11.61290323,13.41935484,3.419354839,4.806451613,66.38709677,22.70967742,52.67741935,6.322580645,17.35483871,13.41935484,19.12903226,9.709677419,22.77419355,18.25806452,11.67741935,14.09677419,2.64516129,5.935483871,65.16129032,0.865384615,63.52103226,63.50477419
131,PAC 12,Southern Cal,2011,1,60,81.02,0.5615,34,813,1832,204,577,422,648,340,813,589,402,390,104,199,2252,741,1810,191,570,458,653,324,798,599,342,404,99,168,2131,23.91176471,53.88235294,6,16.97058824,12.41176471,19.05882353,10,23.91176471,17.32352941,11.82352941,11.47058824,3.058823529,5.852941176,66.23529412,21.79411765,53.23529412,5.617647059,16.76470588,13.47058824,19.20588235,9.529411765,23.47058824,17.61764706,10.05882353,11.88235294,2.911764706,4.941176471,62.67647059,1.030769231,61.82964706,62.12258824
132,PAC 12,UCLA,2011,1,46,83.09,0.5814,34,830,1824,173,529,549,808,405,863,594,493,502,199,186,2382,821,1965,176,507,436,648,396,717,654,401,411,98,237,2254,24.41176471,53.64705882,5.088235294,15.55882353,16.14705882,23.76470588,11.91176471,25.38235294,17.47058824,14.5,14.76470588,5.852941176,5.470588235,70.05882353,24.14705882,57.79411765,5.176470588,14.91176471,12.82352941,19.05882353,11.64705882,21.08823529,19.23529412,11.79411765,12.08823529,2.882352941,6.970588235,66.29411765,0.982071713,65.07670588,64.59670588
133,PAC 12,Washington,2011,1,20,86.23,0.5996,35,1061,2260,305,821,480,712,488,879,708,593,426,179,234,2907,844,2017,183,558,603,887,412,807,656,385,517,97,207,2474,30.31428571,64.57142857,8.714285714,23.45714286,13.71428571,20.34285714,13.94285714,25.11428571,20.22857143,16.94285714,12.17142857,5.114285714,6.685714286,83.05714286,24.11428571,57.62857143,5.228571429,15.94285714,17.22857143,25.34285714,11.77142857,23.05714286,18.74285714,11,14.77142857,2.771428571,5.914285714,70.68571429,1.392018779,69.56434286,69.75977143
134,PAC 12,Washington State,2011,0,53,82.14,0.5531,35,902,1982,240,682,506,714,332,877,612,466,445,136,239,2550,814,2040,252,808,479,666,437,844,653,467,507,101,221,2359,25.77142857,56.62857143,6.857142857,19.48571429,14.45714286,20.4,9.485714286,25.05714286,17.48571429,13.31428571,12.71428571,3.885714286,6.828571429,72.85714286,23.25714286,58.28571429,7.2,23.08571429,13.68571429,19.02857143,12.48571429,24.11428571,18.65714286,13.34285714,14.48571429,2.885714286,6.314285714,67.4,1.047191011,66.76525714,66.55131429
135,SEC,Alabama,2011,0,48,82.98,0.5545,37,930,2066,152,510,461,652,458,881,675,454,516,190,351,2473,758,1965,200,629,482,713,450,788,600,380,581,142,221,2198,25.13513514,55.83783784,4.108108108,13.78378378,12.45945946,17.62162162,12.37837838,23.81081081,18.24324324,12.27027027,13.94594595,5.135135135,9.486486486,66.83783784,20.48648649,53.10810811,5.405405405,17,13.02702703,19.27027027,12.16216216,21.2972973,16.21621622,10.27027027,15.7027027,3.837837838,5.972972973,59.40540541,0.879844961,63.14464865,63.16994595
136,SEC,Arkansas,2011,0,104,76.83,0.52,31,756,1734,204,563,475,683,332,731,561,373,411,182,225,2191,747,1813,160,508,415,571,404,749,579,369,446,145,184,2069,24.38709677,55.93548387,6.580645161,18.16129032,15.32258065,22.03225806,10.70967742,23.58064516,18.09677419,12.03225806,13.25806452,5.870967742,7.258064516,70.67741935,24.09677419,58.48387097,5.161290323,16.38709677,13.38709677,18.41935484,13.03225806,24.16129032,18.67741935,11.90322581,14.38709677,4.677419355,5.935483871,66.74193548,0.907542579,66.19122581,65.8443871
137,SEC,Auburn,2011,0,229,68.11,0.4432,31,675,1695,148,465,435,663,383,684,641,649,440,100,242,1933,674,1583,220,654,483,714,345,750,586,414,477,146,216,2051,21.77419355,54.67741935,4.774193548,15,14.03225806,21.38709677,12.35483871,22.06451613,20.67741935,20.93548387,14.19354839,3.225806452,7.806451613,62.35483871,21.74193548,51.06451613,7.096774194,21.09677419,15.58064516,23.03225806,11.12903226,24.19354839,18.90322581,13.35483871,15.38709677,4.709677419,6.967741935,66.16129032,1.475,64.008,63.6123871
138,SEC,Florida,2011,1,15,88.58,0.6414,37,968,2083,233,661,498,744,467,918,545,521,452,131,221,2667,872,2075,214,689,387,576,393,788,677,421,461,117,227,2345,26.16216216,56.2972973,6.297297297,17.86486486,13.45945946,20.10810811,12.62162162,24.81081081,14.72972973,14.08108108,12.21621622,3.540540541,5.972972973,72.08108108,23.56756757,56.08108108,5.783783784,18.62162162,10.45945946,15.56756757,10.62162162,21.2972973,18.2972973,11.37837838,12.45945946,3.162162162,6.135135135,63.37837838,1.152654867,62.82551351,62.70097297
139,SEC,Georgia,2011,1,55,81.81,0.5774,33,823,1822,156,456,465,667,407,836,541,495,444,162,211,2267,741,1866,190,596,453,648,387,697,565,296,396,111,219,2125,24.93939394,55.21212121,4.727272727,13.81818182,14.09090909,20.21212121,12.33333333,25.33333333,16.39393939,15,13.45454545,4.909090909,6.393939394,68.6969697,22.45454545,56.54545455,5.757575758,18.06060606,13.72727273,19.63636364,11.72727273,21.12121212,17.12121212,8.96969697,12,3.363636364,6.636363636,64.39393939,1.114864865,63.29672727,63.49963636
140,SEC,Kentucky,2011,1,5,91.2,0.646,38,1002,2183,281,707,560,789,445,975,601,482,406,239,211,2845,863,2188,210,649,476,658,431,854,695,419,458,132,201,2412,26.36842105,57.44736842,7.394736842,18.60526316,14.73684211,20.76315789,11.71052632,25.65789474,15.81578947,12.68421053,10.68421053,6.289473684,5.552631579,74.86842105,22.71052632,57.57894737,5.526315789,17.07894737,12.52631579,17.31578947,11.34210526,22.47368421,18.28947368,11.02631579,12.05263158,3.473684211,5.289473684,63.47368421,1.187192118,63.63221053,63.85389474
141,SEC,LSU,2011,0,221,68.79,0.4646,32,692,1731,175,561,432,650,368,742,622,364,461,106,204,1991,730,1759,174,531,496,703,400,778,593,297,426,133,234,2130,21.625,54.09375,5.46875,17.53125,13.5,20.3125,11.5,23.1875,19.4375,11.375,14.40625,3.3125,6.375,62.21875,22.8125,54.96875,5.4375,16.59375,15.5,21.96875,12.5,24.3125,18.53125,9.28125,13.3125,4.15625,7.3125,66.5625,0.789587852,63.9825,63.56775
